OrderID,Courier,DeliveryZone,DeliveryService,DailyOrderVolume,risk,key_driver,OnTime,LatenessHours,RefundAmount,CourierDelayHours,InternalDelayHours
ORD1785,In-house Rider,Klang Valley,Scheduled,17,0,Lalamove,True,1.35,0.0,0.8499999999999999,0.5
ORD1731,In-house Rider,Klang Valley,Same Day,9,39,Tight requested window,True,0.2166666666666666,0.0,0.3666666666666665,0.0
ORD1732,Lalamove,Klang Valley,Same Day,9,23,Tight requested window,True,0.05,0.0,0.6499999999999999,0.0
ORD1730,GrabExpress,Klang Valley,Same Day,9,2,In-house Rider,True,0.0666666666666666,0.0,0.0,0.1916666666666666
ORD1771,In-house Rider,Klang Valley,Scheduled,17,0,GrabExpress,True,0.85,0.0,0.4833333333333331,0.3666666666666667
ORD1726,GrabExpress,Klang Valley,Same Day,9,34,Tight requested window,True,0.2,0.0,0.4416666666666666,0.0
ORD1728,In-house Rider,Klang Valley,Same Day,9,46,Tight requested window,True,0.9333333333333332,0.0,0.4833333333333331,0.4500000000000002
ORD1804,In-house Rider,Klang Valley,Scheduled,13,0,Lalamove,True,0.3333333333333333,0.0,0.0,0.8166666666666668
ORD1753,Lalamove,Klang Valley,Scheduled,14,0,GrabExpress,True,-0.3333333333333333,0.0,0.0,0.4499999999999999
ORD1793,Lalamove,Klang Valley,Scheduled,9,0,In-house Rider,True,0.6833333333333333,0.0,0.8833333333333333,0.0
ORD1763,Lalamove,Klang Valley,Scheduled,12,0,Anniversary occasion,True,0.9333333333333332,0.0,0.3333333333333332,0.5999999999999999
ORD1792,In-house Rider,Klang Valley,Scheduled,9,0,Lalamove,True,1.0333333333333334,0.0,0.1499999999999999,0.8833333333333334
ORD1742,J&T Express,Other,Next Day,10,91,Tight requested window,False,20.95,0.0,9.708333333333336,11.241666666666664
ORD1816,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.0,0.0,0.2666666666666666,0.0
ORD1740,Lalamove,Klang Valley,Same Day,10,41,Tight requested window,True,0.5166666666666667,0.0,0.0,1.0666666666666669
ORD1737,GrabExpress,Klang Valley,Same Day,10,72,Tight requested window,True,0.8,0.0,0.2250000000000001,0.5750000000000001
ORD1739,In-house Rider,Klang Valley,Same Day,10,6,Tight requested window,True,0.5,0.0,0.0,0.9833333333333334
ORD1743,Lalamove,Klang Valley,Same Day,10,71,Tight requested window,False,2.3,0.0,2.333333333333333,0.0
ORD1734,GrabExpress,Klang Valley,Same Day,10,23,Order value,True,0.2333333333333333,0.0,0.3583333333333334,0.0
ORD1747,In-house Rider,Klang Valley,Next Day,14,1,Lalamove,True,0.6166666666666667,0.0,1.15,0.0
ORD1802,GrabExpress,Klang Valley,Scheduled,8,1,Order value,True,0.0833333333333333,0.0,0.5416666666666667,0.0
ORD1749,Pos Laju,Johor Bahru,Next Day,14,2,Klang Valley zone,True,5.4,0.0,6.816666666666666,0.0
ORD1767,J&T Express,Penang,Scheduled,12,7,Klang Valley zone,True,0.5,0.0,0.0,3.224999999999998
ORD1744,In-house Rider,Klang Valley,Same Day,14,4,Tight requested window,True,0.1833333333333333,0.0,0.0,0.3333333333333335
ORD1748,Lalamove,Klang Valley,Same Day,14,16,Tight requested window,True,0.0166666666666666,0.0,0.0,0.85
ORD1752,GrabExpress,Klang Valley,Same Day,14,23,Tight requested window,True,-0.2666666666666666,0.0,0.0,0.0
ORD1757,In-house Rider,Klang Valley,Same Day,14,16,Order value,True,0.3166666666666666,0.0,0.5666666666666667,0.0
ORD1769,Pos Laju,Other,Next Day,12,6,Klang Valley zone,True,0.3833333333333333,0.0,4.0,0.0
ORD1815,Pos Laju,Other,Scheduled,13,85,Klang Valley zone,False,10.8,0.0,18.23333333333333,0.0
ORD1746,Lalamove,Klang Valley,Same Day,14,18,Tight requested window,True,0.35,0.0,0.0,0.3666666666666667
ORD1807,In-house Rider,Klang Valley,Scheduled,13,0,Anniversary occasion,True,-0.05,0.0,0.0,0.0166666666666668
ORD1828,J&T Express,Johor Bahru,Scheduled,15,2,Klang Valley zone,True,-0.6833333333333333,0.0,0.0,0.3583333333333307
ORD1764,Ninja Van,Klang Valley,Next Day,12,83,Order hour,False,9.183333333333334,0.0,4.800000000000001,4.383333333333329
ORD1766,GrabExpress,Klang Valley,Same Day,12,37,Tight requested window,True,0.05,0.0,0.5250000000000001,0.0
ORD1760,GrabExpress,Klang Valley,Same Day,12,1,Same Day service,True,-0.1333333333333333,0.0,0.0,0.1416666666666666
ORD1761,GrabExpress,Klang Valley,Same Day,12,39,Tight requested window,True,0.5166666666666667,0.0,0.2250000000000001,0.2916666666666667
ORD1768,In-house Rider,Klang Valley,Same Day,12,74,Tight requested window,True,0.1333333333333333,0.0,0.0,0.6500000000000001
ORD1770,Lalamove,Klang Valley,Next Day,17,1,Anniversary occasion,True,1.9666666666666663,0.0,1.9666666666666668,0.0
ORD1758,GrabExpress,Klang Valley,Same Day,12,2,Same Day service,False,1.4,0.0,1.5916666666666666,0.0
ORD1812,GrabExpress,Klang Valley,Scheduled,13,0,Lalamove,True,0.3666666666666666,0.0,0.6416666666666668,0.0
ORD1786,GrabExpress,Klang Valley,Next Day,17,1,Birthday occasion,True,0.8666666666666667,111.5,0.9083333333333334,0.0
ORD1772,J&T Express,Johor Bahru,Next Day,17,27,Klang Valley zone,True,3.0166666666666666,0.0,5.675000000000001,0.0
ORD1780,J&T Express,Penang,Next Day,17,18,Klang Valley zone,True,1.25,0.0,3.9416666666666655,0.0
ORD1809,Lalamove,Klang Valley,Scheduled,13,0,Order value,True,0.0666666666666666,53.74,0.3,0.0
ORD1781,GrabExpress,Klang Valley,Next Day,17,8,Anniversary occasion,True,1.7,0.0,1.925,0.0
ORD1779,J&T Express,Penang,Next Day,17,37,J&T Express,True,6.65,0.0,0.5916666666666686,6.058333333333334
ORD1789,Lalamove,Klang Valley,Scheduled,9,0,Order value,True,0.2,82.5,0.0,0.2833333333333332
ORD1873,In-house Rider,Klang Valley,Scheduled,15,0,Order hour,True,1.0666666666666669,0.0,1.4166666666666667,0.0
ORD1778,Lalamove,Klang Valley,Same Day,17,38,Tight requested window,True,0.8166666666666667,0.0,0.0,0.9
ORD1795,Lalamove,Klang Valley,Next Day,9,0,In-house Rider,True,-0.3166666666666666,0.0,0.0,0.55
ORD1800,GrabExpress,Klang Valley,Scheduled,8,0,In-house Rider,True,-0.0833333333333333,0.0,0.0,0.2749999999999999
ORD1837,Ninja Van,Other,Scheduled,14,93,Klang Valley zone,False,17.8,0.0,24.31666666666667,0.0
ORD1782,Lalamove,Klang Valley,Same Day,17,9,Tight requested window,True,0.55,0.0,0.0,0.5999999999999999
ORD1777,In-house Rider,Klang Valley,Same Day,17,6,Tight requested window,True,0.5333333333333333,0.0,0.8,0.0
ORD1773,In-house Rider,Klang Valley,Same Day,17,1,Scheduled service,True,0.0,0.0,0.6166666666666665,0.0
ORD1775,In-house Rider,Klang Valley,Same Day,17,8,Anniversary occasion,True,-0.0666666666666666,0.0,0.0,0.2166666666666667
ORD1784,In-house Rider,Klang Valley,Same Day,17,3,Tight requested window,True,0.5166666666666667,0.0,0.0,0.6333333333333333
ORD1788,J&T Express,Other,Next Day,9,30,Klang Valley zone,True,-0.4166666666666667,0.0,0.0,4.041666666666664
ORD1823,Ninja Van,Other,Scheduled,15,32,Klang Valley zone,True,1.2333333333333334,0.0,0.0,1.2499999999999964
ORD1863,Ninja Van,Johor Bahru,Scheduled,15,93,Klang Valley zone,False,18.85,0.0,21.183333333333337,0.0
ORD1856,Ninja Van,Penang,Scheduled,15,14,Klang Valley zone,True,0.75,0.0,0.0,2.7333333333333307
ORD1797,Pos Laju,Other,Scheduled,8,3,Klang Valley zone,True,2.533333333333333,0.0,6.816666666666666,0.0
ORD1859,GrabExpress,Klang Valley,Scheduled,15,0,Order weekday,True,-0.3333333333333333,0.0,0.5416666666666667,0.0
ORD1860,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.6,0.0,0.0,1.2666666666666666
ORD1846,Lalamove,Klang Valley,Scheduled,15,1,Order weekday,True,0.0166666666666666,0.0,0.0,0.4666666666666665
ORD1794,GrabExpress,Klang Valley,Same Day,9,34,Tight requested window,True,0.5,0.0,0.0,0.9416666666666668
ORD1787,GrabExpress,Klang Valley,Same Day,9,9,Anniversary occasion,True,0.2166666666666666,0.0,0.0749999999999999,0.1416666666666666
ORD1830,Ninja Van,Penang,Scheduled,15,40,Klang Valley zone,True,0.7333333333333333,0.0,8.033333333333335,0.0
ORD1824,GrabExpress,Klang Valley,Scheduled,15,0,Lalamove,True,0.2,0.0,0.175,0.0249999999999999
ORD1882,In-house Rider,Klang Valley,Scheduled,11,0,Lalamove,True,0.3666666666666666,0.0,0.0,0.4666666666666668
ORD1818,In-house Rider,Klang Valley,Scheduled,15,0,Lalamove,True,0.75,0.0,0.1666666666666665,0.5833333333333335
ORD1799,Ninja Van,Penang,Next Day,8,11,Klang Valley zone,True,-0.15,0.0,0.0,3.3833333333333293
ORD1796,Ninja Van,Other,Next Day,8,96,Order hour,False,27.4,133.19,25.6,1.7999999999999972
ORD1844,Pos Laju,Other,Scheduled,14,37,Other zone,True,0.05,0.0,1.5,0.0
ORD1801,GrabExpress,Klang Valley,Same Day,8,0,In-house Rider,True,0.5,0.0,0.125,0.375
ORD1805,Pos Laju,Other,Next Day,13,14,Other zone,True,0.8833333333333333,0.0,0.0,1.4333333333333336
ORD1880,Lalamove,Klang Valley,Scheduled,11,0,Anniversary occasion,True,0.8333333333333334,0.0,0.1333333333333333,0.7
ORD1855,J&T Express,Penang,Scheduled,15,1,Klang Valley zone,True,1.3166666666666669,0.0,6.191666666666666,0.0
ORD1814,J&T Express,Johor Bahru,Next Day,13,12,Klang Valley zone,True,0.5,0.0,1.8083333333333336,0.0
ORD1813,In-house Rider,Klang Valley,Next Day,13,1,Order value,True,0.8833333333333333,0.0,0.7499999999999998,0.1333333333333333
ORD1811,Lalamove,Klang Valley,Next Day,13,0,Order value,True,0.6833333333333333,0.0,0.4166666666666665,0.2666666666666666
ORD1806,J&T Express,Other,Next Day,13,36,Klang Valley zone,True,13.616666666666667,181.12,4.141666666666669,9.474999999999998
ORD1858,GrabExpress,Klang Valley,Scheduled,15,0,Lalamove,True,1.45,0.0,1.1416666666666668,0.3083333333333333
ORD1847,Ninja Van,Penang,Scheduled,15,9,Ninja Van,True,-0.65,0.0,2.450000000000003,0.0
ORD1871,Ninja Van,Other,Scheduled,15,37,Klang Valley zone,True,2.1,0.0,0.2166666666666685,1.8833333333333293
ORD1845,Lalamove,Klang Valley,Scheduled,14,0,Preserved Flowers,True,0.2166666666666666,0.0,0.6333333333333333,0.0
ORD1827,GrabExpress,Klang Valley,Next Day,15,1,Lalamove,True,0.3333333333333333,0.0,0.0416666666666667,0.2916666666666667
ORD1810,Lalamove,Klang Valley,Same Day,13,12,Order value,True,0.6166666666666667,0.0,0.5666666666666669,0.05
ORD1808,GrabExpress,Klang Valley,Same Day,13,93,Tight requested window,False,1.4666666666666666,0.0,0.9416666666666668,0.5249999999999999
ORD1851,Lalamove,Klang Valley,Scheduled,15,0,Birthday occasion,True,0.3166666666666666,0.0,0.0,0.8666666666666666
ORD1825,J&T Express,Penang,Next Day,15,10,Klang Valley zone,True,1.9,0.0,5.658333333333335,0.0
ORD1842,GrabExpress,Klang Valley,Scheduled,14,1,Lalamove,True,0.6166666666666667,0.0,0.8416666666666666,0.0
ORD1867,J&T Express,Penang,Scheduled,15,9,Klang Valley zone,True,1.4166666666666667,0.0,0.0,2.1916666666666664
ORD1862,GrabExpress,Klang Valley,Scheduled,15,0,Anniversary occasion,True,-0.1166666666666666,128.08,0.7583333333333335,0.0
ORD1821,J&T Express,Johor Bahru,Next Day,15,24,Klang Valley zone,True,3.6666666666666665,0.0,0.0,7.858333333333332
ORD1819,Pos Laju,Penang,Next Day,15,6,Klang Valley zone,True,6.8,0.0,3.8000000000000007,3.0
ORD1900,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.3666666666666666,0.0,0.0833333333333332,0.2833333333333332
ORD1865,GrabExpress,Klang Valley,Scheduled,15,0,Order value,True,1.1,70.77,1.2416666666666665,0.0
ORD1872,GrabExpress,Klang Valley,Scheduled,15,0,In-house Rider,True,0.15,0.0,0.0,0.2083333333333332
ORD1840,GrabExpress,Klang Valley,Scheduled,14,0,Lalamove,True,0.8333333333333334,0.0,0.1583333333333332,0.675
ORD1877,In-house Rider,Klang Valley,Scheduled,11,0,Lalamove,True,0.6666666666666666,0.0,0.7166666666666666,0.0
ORD1826,Lalamove,Klang Valley,Same Day,15,5,Same Day service,True,0.9833333333333332,0.0,0.6833333333333336,0.3
ORD1820,GrabExpress,Klang Valley,Same Day,15,9,Tight requested window,True,-0.2166666666666666,0.0,0.0,0.0916666666666667
ORD1834,J&T Express,Johor Bahru,Next Day,14,21,Klang Valley zone,True,1.6666666666666667,0.0,1.5750000000000028,0.091666666666665
ORD1817,In-house Rider,Klang Valley,Same Day,15,36,Order hour,True,0.1,0.0,0.4833333333333331,0.0
ORD1829,GrabExpress,Klang Valley,Same Day,15,6,Tight requested window,True,0.5166666666666667,186.77,0.0,0.625
ORD1831,Lalamove,Klang Valley,Same Day,15,13,Order value,True,0.65,0.0,0.1666666666666667,0.4833333333333334
ORD1838,Ninja Van,Penang,Next Day,14,28,Ninja Van,True,-0.5333333333333333,0.0,0.0,1.9833333333333307
ORD1854,In-house Rider,Klang Valley,Scheduled,15,1,Anniversary occasion,True,-0.0666666666666666,0.0,0.2166666666666665,0.0
ORD1822,GrabExpress,Klang Valley,Same Day,15,4,Same Day service,True,0.0333333333333333,110.04,0.0,0.375
ORD1839,J&T Express,Johor Bahru,Next Day,14,14,Klang Valley zone,True,6.433333333333334,0.0,5.375,1.0583333333333336
ORD1915,Lalamove,Klang Valley,Scheduled,14,0,In-house Rider,True,0.4833333333333333,0.0,0.7666666666666666,0.0
ORD1833,J&T Express,Penang,Next Day,14,39,J&T Express,False,26.4,133.9,21.925000000000004,4.474999999999998
ORD1843,J&T Express,Other,Next Day,14,24,Klang Valley zone,True,10.316666666666666,0.0,1.4583333333333357,8.858333333333333
ORD1832,In-house Rider,Klang Valley,Same Day,14,34,Tight requested window,True,0.4,0.0,0.0,0.8
ORD1841,In-house Rider,Klang Valley,Same Day,14,36,Tight requested window,False,1.3,0.0,0.3166666666666666,0.9833333333333334
ORD1864,Lalamove,Klang Valley,Scheduled,15,1,Order hour,True,1.1333333333333333,0.0,1.2833333333333332,0.0
ORD1835,GrabExpress,Klang Valley,Same Day,14,78,Tight requested window,False,1.2166666666666666,0.0,0.4916666666666665,0.725
ORD1881,GrabExpress,Klang Valley,Scheduled,11,0,In-house Rider,True,0.5666666666666667,0.0,0.0,0.675
ORD1836,GrabExpress,Klang Valley,Same Day,14,27,Tight requested window,True,0.7666666666666667,0.0,0.0,1.0916666666666668
ORD1875,In-house Rider,Klang Valley,Scheduled,15,1,Order weekday,True,0.4333333333333333,161.84,0.3833333333333331,0.05
ORD1910,Pos Laju,Penang,Scheduled,14,11,Klang Valley zone,True,-0.3833333333333333,0.0,0.0,3.883333333333333
ORD1853,GrabExpress,Klang Valley,Next Day,15,2,Lalamove,True,-0.3,0.0,0.0,0.2916666666666667
ORD1850,Pos Laju,Johor Bahru,Next Day,15,6,Klang Valley zone,True,0.7333333333333333,0.0,0.3333333333333321,0.3999999999999986
ORD1849,Pos Laju,Penang,Next Day,15,11,Klang Valley zone,True,2.7,0.0,0.0,5.199999999999999
ORD1887,Lalamove,Klang Valley,Scheduled,7,0,Order value,True,0.8,0.0,0.0,1.0
ORD1857,GrabExpress,Klang Valley,Same Day,15,21,Tight requested window,True,0.6333333333333333,0.0,0.0,0.8250000000000001
ORD1848,GrabExpress,Klang Valley,Same Day,15,3,Tight requested window,True,0.4666666666666667,0.0,0.7416666666666665,0.0
ORD1916,In-house Rider,Klang Valley,Scheduled,14,0,Order hour,True,0.8333333333333334,0.0,0.6500000000000001,0.1833333333333333
ORD1917,GrabExpress,Klang Valley,Scheduled,14,2,Order value,True,-0.0333333333333333,0.0,0.0,0.2749999999999999
ORD1852,In-house Rider,Klang Valley,Same Day,15,17,Tight requested window,True,0.4666666666666667,0.0,0.0,0.6333333333333333
ORD1898,GrabExpress,Klang Valley,Scheduled,10,0,In-house Rider,True,0.15,0.0,0.4083333333333332,0.0
ORD1935,J&T Express,Penang,Scheduled,13,22,Klang Valley zone,True,-0.5333333333333333,0.0,5.108333333333334,0.0
ORD1870,Ninja Van,Other,Next Day,15,6,Klang Valley zone,False,24.7,67.92,18.90000000000001,5.799999999999997
ORD1932,In-house Rider,Klang Valley,Scheduled,13,0,Anniversary occasion,True,0.8,0.0,0.9999999999999998,0.0
ORD1874,GrabExpress,Klang Valley,Same Day,15,26,Tight requested window,True,0.65,0.0,0.0749999999999999,0.5750000000000001
ORD1861,Lalamove,Klang Valley,Same Day,15,3,Tight requested window,True,0.1833333333333333,0.0,0.0,0.5833333333333333
ORD1868,Lalamove,Klang Valley,Same Day,15,19,Tight requested window,True,0.75,0.0,1.2333333333333334,0.0
ORD1913,GrabExpress,Klang Valley,Scheduled,14,0,Order weekday,True,0.5833333333333334,0.0,0.425,0.1583333333333334
ORD1866,Lalamove,Klang Valley,Same Day,15,34,Tight requested window,True,0.9166666666666666,0.0,0.7666666666666666,0.1499999999999999
ORD1869,In-house Rider,Klang Valley,Same Day,15,30,Order value,True,0.8666666666666667,0.0,0.9666666666666666,0.0
ORD1897,In-house Rider,Klang Valley,Scheduled,10,0,Lalamove,True,1.0,0.0,1.2499999999999998,0.0
ORD1896,In-house Rider,Klang Valley,Scheduled,10,0,Anniversary occasion,True,0.65,0.0,0.1333333333333333,0.5166666666666668
ORD1886,In-house Rider,Klang Valley,Next Day,11,7,Order hour,True,0.6833333333333333,0.0,0.0,0.8166666666666668
ORD1878,Lalamove,Klang Valley,Same Day,11,11,Tight requested window,True,0.5,0.0,0.75,0.0
ORD1885,In-house Rider,Klang Valley,Same Day,11,82,Tight requested window,False,1.0833333333333333,0.0,0.25,0.8333333333333334
ORD1876,In-house Rider,Klang Valley,Same Day,11,7,Order value,True,0.3833333333333333,0.0,0.8666666666666665,0.0
ORD1883,Lalamove,Klang Valley,Same Day,11,1,In-house Rider,True,0.9833333333333332,0.0,0.8500000000000001,0.1333333333333333
ORD1884,Lalamove,Klang Valley,Same Day,11,18,Tight requested window,True,0.1333333333333333,0.0,0.8999999999999999,0.0
ORD1879,GrabExpress,Klang Valley,Same Day,11,3,In-house Rider,True,0.4666666666666667,0.0,0.0083333333333333,0.4583333333333332
ORD1922,Ninja Van,Johor Bahru,Scheduled,9,30,Klang Valley zone,True,0.6333333333333333,0.0,1.400000000000002,0.0
ORD1890,Lalamove,Klang Valley,Next Day,7,0,In-house Rider,True,0.15,0.0,0.1666666666666667,0.0
ORD1908,Lalamove,Klang Valley,Scheduled,14,0,Order value,True,1.0,0.0,0.8500000000000001,0.1499999999999999
ORD1950,GrabExpress,Klang Valley,Scheduled,12,2,Lalamove,True,0.6666666666666666,0.0,0.9083333333333334,0.0
ORD1920,Pos Laju,Johor Bahru,Scheduled,9,11,Klang Valley zone,True,2.2333333333333334,116.64,5.850000000000001,0.0
ORD1909,Lalamove,Klang Valley,Scheduled,14,0,In-house Rider,True,0.1666666666666666,0.0,0.0,0.7166666666666667
ORD1902,Lalamove,Klang Valley,Scheduled,10,0,In-house Rider,True,0.8,0.0,0.1333333333333333,0.6666666666666666
ORD1928,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.8666666666666667,0.0,0.0,0.8666666666666666
ORD1930,Pos Laju,Other,Scheduled,13,3,Klang Valley zone,True,-0.3166666666666666,0.0,5.566666666666666,0.0
ORD1888,In-house Rider,Klang Valley,Same Day,7,3,Order value,True,0.3,0.0,0.0,0.5333333333333334
ORD1893,Lalamove,Klang Valley,Same Day,7,4,Tight requested window,True,0.7,0.0,0.1666666666666667,0.5333333333333332
ORD1891,GrabExpress,Klang Valley,Same Day,7,1,In-house Rider,True,0.8166666666666667,0.0,1.5916666666666666,0.0
ORD1892,In-house Rider,Klang Valley,Same Day,7,2,Tight requested window,True,-0.3,0.0,0.0333333333333332,0.0
ORD1889,In-house Rider,Klang Valley,Same Day,7,0,Same Day service,True,0.4166666666666667,0.0,0.4000000000000001,0.0166666666666668
ORD1927,Lalamove,Klang Valley,Scheduled,13,0,Order value,True,0.3333333333333333,0.0,0.0666666666666666,0.2666666666666666
ORD1895,Ninja Van,Klang Valley,Next Day,10,22,Ninja Van,True,2.833333333333333,0.0,0.0,5.383333333333329
ORD1894,In-house Rider,Klang Valley,Same Day,10,8,Tight requested window,True,0.3,139.7,0.0999999999999998,0.2000000000000001
ORD1899,Lalamove,Klang Valley,Same Day,10,24,Tight requested window,True,0.6166666666666667,0.0,0.8166666666666669,0.0
ORD1903,In-house Rider,Klang Valley,Same Day,10,10,Tight requested window,True,0.5333333333333333,0.0,0.0,0.9
ORD1914,Lalamove,Klang Valley,Next Day,14,1,Order hour,True,0.7666666666666667,0.0,0.0,0.8833333333333333
ORD1924,Ninja Van,Johor Bahru,Scheduled,9,15,Klang Valley zone,True,-0.4,0.0,0.0,1.1999999999999993
ORD1901,GrabExpress,Klang Valley,Same Day,10,21,Tight requested window,True,0.5166666666666667,0.0,1.0583333333333331,0.0
ORD1938,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.0166666666666666,0.0,0.0,0.9833333333333332
ORD1965,Lalamove,Klang Valley,Scheduled,13,0,In-house Rider,True,0.4833333333333333,0.0,0.05,0.4333333333333333
